"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"17258","532284","undefined","TCFC Finance Ltd","TCFC Finance","Company","INE389D01013","X","26.3","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"20754","532390","TAJGVK","TajGVK Hotels & Resorts Ltd","TajGVK Hotels","Company","INE586B01026","B","2207.41","Small Cap","HOTEL","00000031","Hospitality","00000169","Hotels - Medium","Y","Y","Active","Active"
"21560","1004","undefined","BSE Dollex 200","BSE Dollex 200","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"22431","544831","undefined","Meenakshi (India) Ltd","Meenakshi (I)","Company","INE208H01016","B","405.39","Small Cap","MAN","00000062","Textiles","00000314","Textiles - Readymade Apparel","Y","N","Active","Not Listed"
"23450","533022","20MICRONS","20 Microns Ltd","20 Microns","Company","INE144J01027","B","720.37","Small Cap","MAN","00000038","Metal","00000195","Mining / Minerals","Y","Y","Active","Active"
"23816","539636","PRECAM","Precision Camshafts Ltd","Precision Camshf","Company","INE484I01029","B","1239.09","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","Y","Y","Active","Active"
"24292","24292","BAHETI","Baheti Recycling Industries Ltd","Baheti Recycling","Company","INE029Q01017","undefined","845.14","Small Cap","MAN","00000040","Metal","00000005","Aluminium - Sheets / Coils / Wires / Others","N","Y","Not Listed","Active"
"24316","542803","undefined","Vaxfab Enterprises Ltd","Vaxfab Enterp.","Company","INE560T01015","X","179.16","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"24585","532504","NAVINFLUOR","Navin Fluorine International Ltd","Navin Fluo.Intl.","Company","INE048G01026","A","42051.59","Mid Cap","MAN","00000014","Chemicals","00000053","Chemicals - Inorganic - Large","Y","Y","Active","Active"
"24882","532809","FSL","Firstsource Solutions Ltd","Firstsour.Solu.","Company","INE684F01012","A","19513.97","Small Cap","SOFTWARE","00000034","IT - Software","00000334","IT Enabled Services / Business Process Outsourcing","Y","Y","Active","Active"
"24941","532624","JINDALPHOT","Jindal Photo Ltd","Jindal Photo","Company","INE796G01012","B","1073.02","Small Cap","undefined","00000026","Finance","00000347","NBFC-Holding Companies","Y","Y","Active","Active"
"67753","542459","undefined","Kranti Industries Ltd","Kranti Industrie","Company","INE911T01010","B","62.54","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","Y","N","Active","Not Listed"
"67816","532602","NIFT15GSEC","Nifty 15 yr and above G-Sec","Nifty GS 15YrPlu","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"68333","533031","SETF10GILT","SBI-ETF 10 Year GILT","SBI-ETF 10Y GILT","Company","INF200KA1JT1","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"68660","540082","undefined","Riddhi Steel & Tube Ltd","Riddhi Steel","Company","INE367U01013","MT","256.42","Small Cap","MAN","00000057","Steel","00000269","Steel - Tubes / Pipes","Y","N","Active","Not Listed"
"68728","538373","AVSL","AVSL Industries Ltd","AVSL Industries","Company","INE522V01011","undefined","63.81","Small Cap","MAN","00000048","Plastic products","00000241","Plastics - Others","N","Y","Not Listed","Active"
"68972","543420","JETFREIGHT","Jet Freight Logistics Ltd","Jet Freight","Company","INE982V01025","B","102.51","Small Cap","MAN","00000036","Logistics","00000319","Transport - Airlines","Y","Y","Active","Active"
"70330","540692","APEX","Apex Frozen Foods Ltd","Apex Frozen Food","Company","INE346W01013","B","1251.09","Small Cap","MAN","00000027","FMCG","00000008","Aquaculture","Y","Y","Active","Active"
"70580","540901","PRAXIS","Praxis Home Retail Ltd","Praxis Home","Company","INE546Y01022","B","102.01","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"71419","540669","NEXT50BETA","UTI Nifty Next 50 ETF","UTI Nifty Next50","Company","INF789F1AUW9","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"72182","544717","CLEANMAX","Clean Max Enviro Energy Solutions Ltd","Clean Max Enviro","Company","INE647U01026","B","14848.36","Small Cap","POWER","00000049","Power","00000243","Power Generation And Supply","Y","Y","Active","Active"
"72337","535081","FIVECORE","Five Core Electronics Ltd","Five Core Elect.","Company","INE574Z01013","undefined","40.01","Small Cap","MAN","00000076","Electronics","00000118","Electronics - Others","N","Y","Not Listed","Active"
"72610","543960","CONCORDBIO","Concord Biotech Ltd","Concord Biotech","Company","INE338H01029","A","16417.42","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"73405","544090","undefined","Sayaji Hotels (Pune) Ltd","Sayaji Hot. Pune","Company","INE07G501017","X","256.1","Small Cap","HOTEL","00000031","Hospitality","00000170","Hotels - Small","Y","N","Active","Not Listed"
"74019","542513","SNXT50BETA","UTI BSE Sensex Next 50 ETF","UTI BSE ETF","Company","INF789F1AUU3","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"75453","543282","undefined","Niks Technology Ltd","Niks Technology","Company","INE0GX601011","TS","15.23","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"75753","543346","undefined","Aashka Hospitals Ltd","Aashka Hospitals","Company","INE0EAX01014","M","175.5","Small Cap","MAN","00000030","Healthcare","00000167","Hospitals / Medical Services","Y","N","Active","Not Listed"
"76420","543591","DREAMFOLKS","Dreamfolks Services Ltd","Dreamfolks Servi","Company","INE0JS101016","B","369.21","Small Cap","MAN","00000039","E-Commerce","00000328","Miscellaneous - Large","Y","Y","Active","Active"
"76455","535447","LEMERITE","Le Merite Exports Ltd","Le Merite Export","Company","INE0G1L01025","undefined","285.13","Small Cap","MAN","00000062","Textiles","00000317","Trading - Medium / Small","N","Y","Not Listed","Active"
"76878","544642","WAKEFIT","Wakefit Innovations Ltd","Wakefit Innovati","Company","INE0E7301029","B","4690","Small Cap","MAN","00000062","Textiles","00000308","Textiles - Jute - Yarn / Products","Y","Y","Active","Active"
"77264","544014","HONASA","Honasa Consumer Ltd","Honasa Consumer","Company","INE0J5401028","A","15745.34","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"77342","535460","MNC","Kotak Nifty MNC ETF","Kotak Nifty MNC","Company","INF174KA1JF2","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"77819","543608","HDFCVALUE","HDFC Nifty 50 Value 20 ETF","HDFC Nifty 20ETF","Company","INF179KC1DK8","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"66693","544541","undefined","Systematic Industries Ltd","Systematic Inds.","Company","INE1KLZ01011","M","513.62","Small Cap","MAN","00000007","Cables","00000039","Cables - Power - Medium / Small","Y","N","Active","Not Listed"
"67942","539979","DIGJAMLMTD","Digjam Ltd","Digjam","Company","INE731U01028","B","107.04","Small Cap","MAN","00000062","Textiles","00000313","Textiles - Worsted Fabric","Y","Y","Active","Active"
"68472","540008","BSLSENETFG","Aditya Birla Sun Life BSE Sensex ETF","ABSL Sensex ETF","Company","INF209KB10E8","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"68808","540148","undefined","Bindal Exports Ltd","Bindal Exports L","Company","INE564V01013","MT","12.79","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","N","Active","Not Listed"
"68918","541358","undefined","Unifinz Capital India Ltd","Unifinz Capital","Company","INE926R01012","XT","462.6","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"69822","540377","undefined","IFL Enterprises Ltd","IFL Enterprises","Company","INE714U01024","B","42.33","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"70221","543811","AIRAN","Airan Ltd","Airan","Company","INE645W01026","B","188.03","Small Cap","SOFTWARE","00000034","IT - Software","00000334","IT Enabled Services / Business Process Outsourcing","Y","Y","Active","Active"
"70460","535030","PULZ","Pulz Electronics Ltd","Pulz Electronics","Company","INE335X01014","undefined","53.32","Small Cap","MAN","00000076","Electronics","00000105","Electronics - TV / Audio / VCR / VCP","N","Y","Not Listed","Active"
"71081","540651","undefined","Jigar Cables Ltd","Jigar Cables","Company","INE943X01015","M","54.07","Small Cap","MAN","00000007","Cables","00000039","Cables - Power - Medium / Small","Y","N","Active","Not Listed"
"71631","541019","HGINFRA","H.G. Infra Engineering Ltd","H.G. Infra Engg.","Company","INE926X01010","B","3337.09","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000075","Construction - Civil / Turnkey - Large","Y","Y","Active","Active"
"72355","543686","SIRCA","Sirca Paints India Ltd","Sirca Paints","Company","INE792Z01011","B","2571.01","Small Cap","MAN","00000043","Paints/Varnish","00000212","Paints / Varnishes","Y","Y","Active","Active"
"72360","535084","SVLL","Shree Vasu Logistics Ltd","Shree Vasu Logis","Company","INE00CE01017","undefined","897.72","Small Cap","MAN","00000036","Logistics","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"73121","535107","SUMIT","Sumit Woods Ltd","Sumit Woods","Company","INE748Z01013","undefined","248.91","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","N","Y","Not Listed","Active"
"73253","535117","SILGO","Silgo Retail Ltd","Silgo Retail","Company","INE01II01013","undefined","231.02","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","N","Y","Not Listed","Active"
"74419","74419","ATMASTCO","Atmastco Ltd","Atmastco Ltd","Company","INE05DH01017","undefined","361.99","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000129","Engineering - Turnkey Services","N","Y","Not Listed","Active"
"74458","542812","FLUOROCHEM","Gujarat Fluorochemicals Ltd","Gujarat Fluoroch","Company","INE09N301011","A","50805.08","Mid Cap","MAN","00000014","Chemicals","00000055","Chemicals - Speciality - Large","Y","Y","Active","Active"
"74863","544200","AFIL","Akme Fintrade (India) Ltd","Akme Fintrade","Company","INE916Y01027","B","411.17","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"75110","543241","undefined","Veer Global Infraconstruction Ltd","Veer Global Inf.","Company","INE244W01010","B","238.61","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"75159","535362","NI100ESGSE","Nifty100 ESG Sector Leaders","Nifty100 ESGSec","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"75237","543261","BIRET","Brookfield India Real Estate Trust","Brookfield India","Company","INE0FDU25010","IF","28500.6","Small Cap","undefined","00000081","Real Estate Investment Trusts","00000349","Infra/ Real Estate Investment Trust","Y","Y","Active","Active"
"75548","535385","WALPAR","Walpar Nutritions Ltd","Walpar Nutrition","Company","INE0G2G01015","undefined","29.58","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","N","Y","Not Listed","Active"
"45703","538452","undefined","Quasar India Ltd","Quasar India","Company","INE855P01041","X","13.33","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"45947","538715","DHABRIYA","Dhabriya Polywood Ltd","Dhabriya Poly.","Company","INE260R01016","B","617.52","Small Cap","MAN","00000048","Plastic products","00000241","Plastics - Others","Y","Y","Active","Active"
"55355","539275","MSL","Mangalam Seeds Ltd","MANGALAM SEEDS","Company","INE829S01016","B","162.51","Small Cap","MAN","00000027","Agriculture","00000147","Floriculture / Tissue Culture","Y","Y","Active","Active"
"57107","543769","undefined","Indong Tea Company  Ltd","Indong Tea Co","Company","INE0KN201016","MT","15.69","Small Cap","MAN","00000047","Plantation & Plantation Products","00000282","Tea - Indian - Medium / Small","Y","N","Active","Not Listed"
"65240","544598","ACCURACY","Accuracy Shipping Ltd","Accuracy Shippi.","Company","INE648Z01023","T","67.9","Small Cap","MAN","00000036","Logistics","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"65431","539398","undefined","Vishal Bearings Ltd","Vishal Bearings","Company","INE060T01024","B","53.74","Small Cap","MAN","00000066","Bearings","00000036","Bearings - Medium / Small","Y","N","Active","Not Listed"
"65918","539223","undefined","Ambition Mica Ltd","Ambition Mica","Company","INE563S01011","Z","4.42","Small Cap","MAN","00000086","Plywood Boards/Laminates","00000176","Laminates","Y","N","Suspended","Not Listed"
"66788","539313","NIFTYBETA","UTI Nifty 50 ETF","UTI Nifty 50 ETF","Company","INF789F1AZC0","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"67980","539835","undefined","Superior Finlease Ltd","Superior Finleas","Company","INE574R01028","X","5.1","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"69580","544055","MUTHOOTMF","Muthoot Microfin Ltd","Muthoot Microfin","Company","INE046W01019","B","3593.98","Small Cap","FIN","00000026","Finance","00000136","Finance - Large","Y","Y","Active","Active"
"69686","544457","BRIGHOTEL","Brigade Hotel Ventures Ltd","Brigade Hotel","Company","INE03NU01014","B","2252.85","Small Cap","HOTEL","00000031","Hospitality","00000171","Hotels - Resorts","Y","Y","Active","Active"
"70199","540396","MANOMAY","Manomay Tex India Ltd","Manomay Tex Indi","Company","INE784W01015","B","393.91","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","Y","Active","Active"
"71415","540730","undefined","Mehai Technology Ltd","Mehai Technology","Company","INE062Y01020","X","91.33","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"71579","540774","IFGLEXPOR","IFGL Refractories Ltd","IFGL Refractori.","Company","INE133Y01011","B","1527.71","Small Cap","MAN","00000053","Refractories","00000248","Refractories / Intermediates","Y","Y","Active","Active"
"71707","535035","SHRADHA","Shradha Realty Ltd","Shradha Realty","Company","INE715Y01031","undefined","272.31","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","N","Y","Not Listed","Active"
"71715","543298","VINEETLAB","Vineet Laboratories Ltd","Vineet Laborator","Company","INE505Y01010","B","72.6","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"71727","1181","undefined","BSE 250 LargeMidCap Index","BSE 250 LargeMCp","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"71730","540796","undefined","Ratnabhumi Developers Ltd","Ratnabhumi Dev.","Company","INE821Y01011","B","238.38","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"71764","535040","AJOONI","Ajooni Biotech Ltd","Ajooni Biotech","Company","INE820Y01021","undefined","64.07","Small Cap","MAN","00000027","FMCG","00000157","Food - Processing - Others","N","Y","Not Listed","Active"
"71781","540937","MEDICO","Medico Remedies Ltd","Medico Remedies","Company","INE630Y01024","B","352.27","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"72040","535047","SINTERCOM","Sintercom India Ltd","Sintercom India","Company","INE129Z01016","undefined","217.63","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","N","Y","Not Listed","Active"
"76278","890160","VLIFEPP","Vikas Lifecare Ltd Partly Paidup","Vikas Lifecar.PP","Company","IN9161L01017","B","0.46","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","N","Y","Delisted","Suspended"
