"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"3750","532389","VALECHAENG","Valecha Engineering Ltd","Valecha Enginee.","Company","INE624C01015","Z","42.81","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","Y","Suspended","Suspended"
"3817","511493","undefined","Shrydus Industries Ltd","Shrydus Indust.","Company","INE488C01015","XT","14.12","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"3907","526504","undefined","Dolphin Medical Services Ltd","Dolphin Medical","Company","INE796B01013","X","10.87","Small Cap","undefined","00000030","Healthcare","00000343","Diagnostic Services","Y","N","Suspended","Not Listed"
"3914","519439","undefined","Pioneer Agro Extracts Ltd","Pion. Agro Extr.","Company","INE062E01014","XT","11.69","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"3924","526521","SANGHIIND","Sanghi Industries Ltd","Sanghi Industrie","Company","INE999B01013","B","1295.5","Small Cap","MAN","00000011","Cement","00000044","Cement - Major - North India","Y","Y","Suspended","Suspended"
"3948","532933","undefined","Porwal Auto Components Ltd","Porwal Auto Comp","Company","INE386I01018","X","81.24","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","Y","N","Active","Not Listed"
"3979","516078","JUMBO","Jumbo Bag Ltd","Jumbo Bag","Company","INE699D01015","XT","76.02","Small Cap","MAN","00000042","Packaging","00000209","Packaging - Polysacks","Y","N","Active","Delisted"
"4144","519494","NKIND","N K Industries Ltd","N K Industries","Company","INE542C01019","B","40.57","Small Cap","MAN","00000023","Edible Oil","00000257","Solvent Extraction - Medium / Small","Y","Y","Active","Active"
"4164","524669","HESTERBIO","Hester Biosciences Ltd","Hester Bios","Company","INE782E01017","B","2029.65","Small Cap","MAN","00000046","Pharmaceuticals","00000227","Pharmaceuticals - Indian - Formulations","Y","Y","Active","Active"
"4287","519538","INDOFREBIO","Indo French Biotech Enterprises Ltd","Indo French Bio.","Company","INE867B01012","X","1.93","Small Cap","MAN","00000027","FMCG","00000157","Food - Processing - Others","N","Y","Delisted","Suspended"
"4316","524711","undefined","Vista Pharmaceuticals Ltd","Vista Pharma.","Company","INE427C01021","X","39.64","Small Cap","MAN","00000046","Pharmaceuticals","00000227","Pharmaceuticals - Indian - Formulations","Y","N","Active","Not Listed"
"4340","519471","undefined","Ambar Protein Industries Ltd","Ambar Protein","Company","INE072V01017","X","151.69","Small Cap","MAN","00000023","Edible Oil","00000257","Solvent Extraction - Medium / Small","Y","N","Active","Not Listed"
"743","506525","KANORICHEM","Kanoria Chemicals & Industries Ltd","Kanoria Chem.","Company","INE138C01024","T","669.27","Small Cap","MAN","00000014","Chemicals","00000051","Chemicals - Organic - Large","Y","Y","Active","Active"
"798","500465","VARUNSHIP","Varun Shipping Company Ltd","Varun Shipping","Company","INE702A01013","Z","146.41","Small Cap","SHIP","00000056","Shipping","00000254","Shipping - medium / small","Y","Y","Suspended","Suspended"
"815","500124","DRREDDY","Dr Reddys Laboratories Ltd","Dr Reddy's Labs","Company","INE089A01031","A","98074.41","Mid Cap","MAN","00000046","Pharmaceuticals","00000224","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Y","Y","Active","Active"
"892","522017","undefined","Fluidomat Ltd","Fluidomat","Company","INE459C01016","X","383.95","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","N","Active","Not Listed"
"1041","517119","undefined","PCS Technology Ltd","PCS Technology","Company","INE834B01012","X","40.08","Small Cap","SOFTWARE","00000034","IT - Software","00000334","IT Enabled Services / Business Process Outsourcing","Y","N","Active","Not Listed"
"1266","509438","BENARAS","Benares Hotels Ltd","Benares Hotels","Company","INE664D01019","B","1326","Small Cap","HOTEL","00000031","Hospitality","00000169","Hotels - Medium","Y","Y","Active","Active"
"1362","507864","PIONRINV","Pioneer Investcorp Ltd","Pioneer Invest","Company","INE746D01014","T","97.48","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","Y","Active","Active"
"1497","511185","undefined","Rajvi Logitrade Ltd","Rajvi Logitrade","Company","INE381N01019","X","12.78","Small Cap","MAN","00000036","Logistics","00000320","Transport - Road","Y","N","Active","Not Listed"
"1514","500464","UCAL","Ucal Ltd","Ucal","Company","INE139B01016","T","317.72","Small Cap","MAN","00000004","Auto Ancillaries","00000016","Auto Ancillaries - Engine Parts","Y","Y","Active","Active"
"1536","505840","undefined","Jaipan Industries Ltd","Jaipan Industrie","Company","INE058D01030","X","22.34","Small Cap","MAN","00000017","Consumer Durables","00000089","Domestic Appliances - Cookers / Others","Y","N","Active","Not Listed"
"1589","502893","undefined","United Interactive Ltd","United Interacti","Company","INE706D01018","X","12.31","Small Cap","SOFTWARE","00000034","IT - Software","00000334","IT Enabled Services / Business Process Outsourcing","Y","N","Active","Not Listed"
"1619","512367","undefined","Sheraton Properties & Finance Ltd","Sheraton Proper.","Company","INE495M01019","P","1.38","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"1648","500333","PIXTRANS","Pix Transmission Ltd","Pix Transmission","Company","INE751B01018","B","2461.85","Small Cap","MAN","00000047","Plantation & Plantation Products","00000251","Rubber - Products","Y","Y","Active","Active"
"1751","512443","undefined","Ganon Products Ltd","Ganon Products","Company","INE162L01017","X","6.89","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"1759","502933","undefined","Katare Spinning Mills Ltd","Katare Spinning","Company","INE498G01015","X","30.5","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Y","N","Active","Not Listed"
"1791","512479","undefined","Virya Resources Ltd","Virya Resources","Company","INE661K01010","XT","134.51","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"1860","518011","undefined","Keerthi Industries Ltd","Keerthi Indus","Company","INE145L01012","X","32.08","Small Cap","MAN","00000011","Cement","00000047","Cement - Mini - South India","Y","N","Active","Not Listed"
"1931","506162","undefined","Terraform Magnum Ltd","Terraform Magnum","Company","INE122V01010","P","0.18","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"2139","504648","undefined","Bombay Wire Ropes Ltd","Bombay Wire","Company","INE089T01023","X","23.13","Small Cap","MAN","00000057","Steel","00000278","Steel - Wires","Y","N","Active","Not Listed"
"2244","504786","INVPRECQ","Investment & Precision Castings Ltd","Inv.& Prec.Cast.","Company","INE155E01016","T","1319.9","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000043","Castings - Steel / Alloy","Y","Y","Active","Active"
"4248","500253","LICHSGFIN","LIC Housing Finance Ltd","LIC Housing Fin.","Company","INE115A01026","A","27360.13","Small Cap","FIN","00000026","Finance","00000141","Finance - Housing - Large","Y","Y","Active","Active"
"4263","526638","undefined","Texel Industries Ltd","Texel Industries","Company","INE594V01028","X","97.23","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","N","Active","Not Listed"
"4274","521206","undefined","Samtex Fashions Ltd","Samtex Fashion","Company","INE931D01020","X","10.13","Small Cap","MAN","00000050","Readymade Garments/ Apparells","00000314","Textiles - Readymade Apparel","Y","N","Active","Not Listed"
"4343","512169","undefined","Capricorn Systems Global Solutions Ltd","Capricorn System","Company","INE968E01012","XT","62.99","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Suspended","Not Listed"
"4402","513629","TULSYAN","Tulsyan NEC Ltd","Tulsyan NEC","Company","INE463D01016","X","46.83","Small Cap","MAN","00000057","Steel","00000260","Steel - Medium / Small","Y","N","Active","Delisted"
"4469","517536","ONWARDTEC","Onward Technologies Ltd","Onward Technolog","Company","INE229A01017","B","637.26","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"4473","511636","undefined","DJS Stock & Shares Ltd","DJS Stock","Company","INE234E01027","X","23.32","Small Cap","FIN","00000058","Stock/ Commodity Brokers","00000338","Securities/Commodities Trading Services","Y","N","Active","Not Listed"
"4557","521226","undefined","Uniroyal Industries Ltd","Uniroyal Ind","Company","INE980D01019","X","19.85","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","N","Active","Not Listed"
"4620","517571","INDLMETER","IMP Powers Ltd","IMP Powers","Company","INE065B01013","Z","5.23","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000102","Electric Equipment - Transformers","Y","Y","Suspended","Suspended"
"4632","521244","undefined","MKP Mobility Ltd","MKP Mobility","Company","INE676G01024","X","47.6","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"4717","526827","undefined","Spice Islands Industries Ltd","Spice IslandsInd","Company","INE882D01017","XT","293.59","Small Cap","MAN","00000021","Diversified","00000332","Diversified - Medium / Small","Y","N","Active","Not Listed"
"4738","526859","undefined","ISF Ltd","ISF","Company","INE973B01026","X","7.7","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"4825","530093","undefined","ACE EduTrend Ltd","ACE EduTremd Ltd","Company","INE715F01014","Z","4.21","Small Cap","MAN","00000073","Education","00000329","Miscellaneous - Medium / Small","Y","N","Suspended","Not Listed"
"4848","530109","undefined","Anupam Finserv Ltd","Anupam Finserv","Company","INE069B01023","X","35.87","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"4921","530245","ARYAMAN","Aryaman Financial Services Ltd","Aryaman Fin.Serv","Company","INE032E01017","B","745.29","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"4927","530185","undefined","Surat Trade & Merchantile Ltd","Surat Trade","Company","INE936A01025","X","105.04","Small Cap","FIN","00000058","Stock/ Commodity Brokers","00000338","Securities/Commodities Trading Services","Y","N","Active","Not Listed"
"4961","530265","undefined","Sainik Finance & Industries Ltd","Sainik Finance","Company","INE584B01013","X","40.3","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"5028","530429","undefined","Ashish Polyplast Ltd","Ashish Polyplast","Company","INE831C01016","X","9.23","Small Cap","MAN","00000048","Plastic products","00000237","Plastics - Pipes","Y","N","Active","Not Listed"
"5039","530475","TINNARUBR","Tinna Rubber & Infrastructure Ltd","Tinna Rubber","Company","INE015C01016","B","1870.31","Small Cap","MAN","00000047","Plantation & Plantation Products","00000251","Rubber - Products","Y","Y","Active","Active"
"5185","530843","CUPID","Cupid Ltd","Cupid","Company","INE509F01029","A","38275.77","Mid Cap","MAN","00000027","FMCG","00000216","Personal Care - Indian - Medium / Small","Y","Y","Active","Active"
"5216","530819","XEDDTELCOM","Xedd Telecom Ltd","Xedd Telecom","Company","INE383C01018","B","2.0999999046325684","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Suspended"
"36229","535789","SAMMAANCAP","Sammaan Capital Ltd","Sammaan Capital","Company","INE148I01020","A","17469.61","Small Cap","FIN","00000026","Finance","00000141","Finance - Housing - Large","Y","Y","Active","Active"
"37832","533261","EROSMEDIA","Eros International Media Ltd","Eros Intl.Media","Company","INE416L01017","Z","75.68","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","Y","Suspended","Suspended"
"40171","535267","undefined","Comfort Fincap Ltd","Comfort Fincap","Company","INE274M01026","X","71.68","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"40517","533632","ONELIFECAP","Onelife Capital Advisors Ltd","Onelife Capital","Company","INE912L01015","T","127.4","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","Y","Active","Active"
"41220","533408","BSLGOLDETF","Aditya Birla Sun Life Gold ETF","ABSL Gold ETF","Company","INF209KB18D3","E","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"41282","521253","IVZINNIFTY","Invesco India Nifty 50 ETF","Invesco India Nifty 50","Company","INF205KA1CC7","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"41316","533896","undefined","Fervent Synergies Ltd","Fervent Synerg.","Company","INE258M01011","X","80.05","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"41375","534600","JTLIND","JTL Industries Ltd","JTL Industries","Company","INE391J01032","B","3039.91","Small Cap","MAN","00000057","Steel","00000269","Steel - Tubes / Pipes","Y","Y","Active","Active"
"42049","539346","SADBHIN","Sadbhav Infrastructure Projects Ltd","Sadbhav Infra.","Company","INE764L01010","T","95.81","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","Y","Active","Active"
"42898","500494","CNXLOWVOLA","Nifty Low Volatility 50","Nifty Low Vol 50","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"42900","500497","NFTALPHA50","Nifty Alpha 50","Nifty Alpha 50","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"42944","543994","JSWINFRA","JSW Infrastructure Ltd","JSW Infrast","Company","INE880J01026","A","78276.4","Mid Cap","MAN","00000083","Marine Port & Services","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"44418","780004","undefined","Autumn Builders Ltd","Autumn Builders","Company","INE733P01016","IP","0","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"44615","538319","undefined","GCM Capital Advisors Ltd","GCM Capital","Company","INE191P01017","MT","6.23","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","N","Active","Not Listed"
"45776","539032","undefined","Fraser and Company Ltd","Fraser & Company","Company","INE184Q01010","X","7.71","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"45900","45900","UNILEX","Unilex Colour & Chemical Ltd","Unilex Colour &C","Company","INE0B2801011","undefined","37.51","Small Cap","MAN","00000014","Chemicals","00000094","Dyes And Pigments - Medium / Small","N","Y","Not Listed","Active"
"48889","543279","SURYODAY","Suryoday Small Finance Bank Ltd","Suryoday Small","Company","INE428Q01011","B","1680.55","Small Cap","BANK","00000006","Banks","00000034","Banks - Private Sector","Y","Y","Active","Active"
"51457","1152","undefined","BSE CPSE","BSE CPSE","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"54879","539091","undefined","Consecutive Commodities Limited","Consecutive Commodities","Company","INE187R01029","XT","73.03","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"64830","780014","undefined","Has Lifestyle Ltd","Has Lifestyle","Company","INE888Q01016","IP","0","Small Cap","HOTEL","00000031","Hospitality","00000171","Hotels - Resorts","Y","N","Active","Not Listed"
"65133","543714","LANDMARK","Landmark Cars Ltd","Landmark Cars","Company","INE559R01029","B","2086.93","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"65219","540652","undefined","Captain Technocast Ltd","Captain Techno.","Company","INE931X01010","MT","671.06","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000043","Castings - Steel / Alloy","Y","N","Active","Not Listed"
"840","507438","IFBAGRO","IFB Agro Industries Ltd","IFB Agro Inds.","Company","INE076C01018","B","942.9","Small Cap","MAN","00000003","Alcoholic Beverages","00000088","Distilleries","Y","Y","Active","Active"
"860","507970","undefined","Paramount Cosmetics (India) Ltd","Paramount Cosmet","Company","INE143I01013","X","19.42","Small Cap","MAN","00000027","FMCG","00000216","Personal Care - Indian - Medium / Small","Y","N","Active","Not Listed"
"932","502986","VTL","Vardhman Textiles Ltd","Vardhman Textile","Company","INE825A01020","A","17448.15","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Y","Y","Active","Active"
"950","523105","undefined","Cropster Agro Ltd","Cropster Agro","Company","INE293E01031","T","382.2","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"967","519031","undefined","Shah Foods Ltd","Shah Foods","Company","INE455D01012","XT","814.98","Small Cap","MAN","00000027","FMCG","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"1019","500179","HCL-INSYS","HCL Infosystems Ltd","HCL Infosystems","Company","INE236A01020","B","365.42","Small Cap","SOFTWARE","00000033","IT - Hardware","00000070","Computers - Hardware - Medium / Small","Y","Y","Active","Active"
"1095","523127","EIHAHOTELS","EIH Associated Hotels Ltd","EIH Assoc.Hotels","Company","INE276C01014","B","1788.18","Small Cap","HOTEL","00000031","Hospitality","00000169","Hotels - Medium","Y","Y","Active","Active"
"1198","521009","undefined","Niwas Spinning Mills Ltd","Niwas Spinning","Company","INE163E01010","P","2.82","Small Cap","MAN","00000062","Textiles","00000293","Textiles - Cotton Yarn - Open-Ended Spinning","Y","N","Suspended","Not Listed"
"1220","500207","INDORAMA","Indo Rama Synthetics (India) Ltd","Indo Rama Synth.","Company","INE156A01020","B","1635.35","Small Cap","MAN","00000062","Textiles","00000298","Textiles - Manmade - PFY / PSF - From Chips","Y","Y","Active","Active"
"1440","512213","undefined","Classic Electricals Ltd","Classic Electric","Company","INE02BR01017","XT","0.52","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"1473","524037","RAMAPHO","Rama Phosphates Ltd","Rama Phosphates","Company","INE809A01032","B","426.41","Small Cap","MAN","00000025","Fertilizers","00000134","Fertilizers - Phosphatic - Single Super Phosphate","Y","Y","Active","Active"
"1707","506180","undefined","Emergent Industrial Solutions Ltd","Emergent Indust.","Company","INE668L01013","XT","177.73","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"1722","522001","undefined","Cranex Ltd","Cranex","Company","INE608B01010","XT","67.62","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000123","Engineering - Heavy - Material Handling","Y","N","Active","Not Listed"
"1796","517236","undefined","Calcom Vision Ltd","Calcom Vision","Company","INE216C01010","X","97.03","Small Cap","MAN","00000017","Consumer Durables","00000118","Electronics - Others","Y","N","Active","Not Listed"
"1907","532240","INDNIPPON","India Nippon Electricals Ltd","India Nipp.Elec.","Company","INE092B01025","B","2509.06","Small Cap","MAN","00000004","Auto Ancillaries","00000026","Auto Ancillaries - Electrical","Y","Y","Active","Active"
"2108","522108","YUKEN","Yuken India Ltd","Yuken India","Company","INE384C01016","B","1307.19","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000172","Hydraulics","Y","Y","Active","Active"
"2145","512117","undefined","Twin Roses Trades & Agencies Ltd","Twin Roses Trade","Company","INE436U01016","XT","0.82","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"2278","514167","GANECOS","Ganesha Ecosphere Ltd","Ganesha Ecosphe.","Company","INE845D01014","B","2897.58","Small Cap","MAN","00000062","Textiles","00000298","Textiles - Manmade - PFY / PSF - From Chips","Y","Y","Active","Active"
"2303","513683","NLCINDIA","NLC India Ltd","NLC India","Company","INE589A01014","A","37390.66","Small Cap","POWER","00000049","Power","00000243","Power Generation And Supply","Y","Y","Active","Active"
"2307","500188","HINDZINC","Hindustan Zinc Ltd","Hindustan Zinc","Company","INE267A01025","A","251321.97","Large Cap","MAN","00000040","Metal","00000193","Metal - Zinc","Y","Y","Active","Active"
"78084","78084","HOMESFY","Homesfy Realty Ltd","Homesfy Realty","Company","INE0N7F01017","undefined","34.67","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","N","Y","Not Listed","Active"
"78134","543709","undefined","PNGS Gargi Fashion Jewellery Ltd","PNGS Gargi FJ","Company","INE0NT601018","M","598.17","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"78135","543699","EBBETF0433","Bharat Bond ETF - April 2033","Bharat Bond 2033","Company","INF754K01QX0","F","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"78517","543776","HDFCMID150","HDFC Nifty Midcap 150 ETF","HDFC NM 150 ETF","Company","INF179KC1HT0","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"78823","78823","CELLPOINT","Cell Point (India) Ltd","Cell Point","Company","INE0O0001013","undefined","28.5","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","N","Y","Not Listed","Active"
"79141","544250","SANOFICONR","Sanofi Consumer Healthcare India Ltd","Sanofi Consumer","Company","INE0UOS01011","B","9714.89","Small Cap","MAN","00000046","Pharmaceuticals","00000228","Pharmaceuticals - Multinational","Y","Y","Active","Active"
"79222","543938","undefined","AccelerateBS India Ltd","AccelerateBS Ind","Company","INE0POP01017","M","34.38","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"79232","79232","SERVICE","Service Care Ltd","Service Care Ltd","Company","INE0P1Q01015","undefined","81.84","Small Cap","MAN","00000039","Services","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"79261","79261","MARINETRAN","Marinetrans India Ltd","Marinetrans Indi","Company","INE0P1P01017","undefined","20.49","Small Cap","MAN","00000036","Logistics","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"83611","83611","DANISH","Danish Power Ltd","Danish Power","Company","INE0YU901016","undefined","1543.13","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000102","Electric Equipment - Transformers","N","Y","Not Listed","Active"
"91706","543982","undefined","Quest Flow Controls Ltd","Quest Flow","Company","INE0OYE01013","MT","177.25","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","N","Active","Not Listed"
"91898","544361","undefined","Covance Softsol Ltd","Covance Softsol","Company","INE0R8101016","XT","404.38","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Active","Not Listed"
"91955","544059","undefined","Shanti Spintex Ltd","Shanti Spintex","Company","INE0QZQ01019","M","59.53","Small Cap","MAN","00000062","Textiles","00000295","Textiles - Denim Fabric","Y","N","Active","Not Listed"
"92294","92294","PURVFLEXI","Purv Flexipack Ltd","Purv Flexi","Company","INE0R6C01012","undefined","101.77","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","N","Y","Not Listed","Active"
"92785","92785","TAC","TAC Infosec Ltd","TAC Infosec","Company","INE0SOY01013","undefined","878.58","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","N","Y","Not Listed","Active"
"92868","92868","ZTECH","Z-Tech (India) Ltd","Z-Tech (India)","Company","INE0ISZ01012","undefined","729.95","Small Cap","MAN","00000024","Entertainment","00000246","Recreation / Amusement Parks","N","Y","Not Listed","Active"
"92983","544259","undefined","Popular Foundations Ltd","Popular Found.","Company","INE0PZB01013","M","60.83","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","N","Active","Not Listed"
"93220","93220","NEELAM","Neelam Linens and Garments (India) Ltd","Neelam Linens","Company","INE0N1401016","undefined","16.17","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","N","Y","Not Listed","Active"
"93246","544398","undefined","Kenrik Industries Ltd","Kenrik Indust.","Company","INE0AOG01018","M","8.76","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","Y","N","Active","Not Listed"
"93482","544303","undefined","Toss The Coin Ltd","Toss The Coin","Company","INE0XAY01012","M","36.86","Small Cap","MAN","00000039","Entertainment","00000329","Miscellaneous - Medium / Small","Y","N","Active","Not Listed"
"69551","544174","TBOTEK","TBO Tek Ltd","TBO Tek","Company","INE673O01025","A","18500.1","Small Cap","MAN","00000080","E-Commerce","00000321","Travel Agencies","Y","Y","Active","Active"
"70281","541540","SOLARA","Solara Active Pharma Sciences Ltd","Solara Active","Company","INE624Z01016","B","2942.23","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","Y","Active","Active"
"70921","542216","DALBHARAT","Dalmia Bharat Ltd","Dalmia BharatLtd","Company","INE00R701025","A","35225.82","Small Cap","MAN","00000011","Cement","00000047","Cement - Mini - South India","Y","Y","Active","Active"
"71679","535029","VERTOZ","Vertoz Ltd","Vertoz","Company","INE188Y01031","undefined","311.77","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","N","Y","Not Listed","Active"
"72149","535059","MDL","Marvel Decor Ltd","Marvel Decor","Company","INE575Z01010","undefined","92.25","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","N","Y","Not Listed","Active"
"72772","543600","HARSHA","Harsha Engineers International Ltd","Harsha Engg Intl","Company","INE0JUS01029","B","3972.25","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000119","Engineering - Heavy - General - Large","Y","Y","Active","Active"
"73098","541865","undefined","Add-Shop E-Retail Ltd","Add-Shop E-Reta.","Company","INE01B501018","X","18.01","Small Cap","undefined","00000080","E-Commerce","00000344","E-Services","Y","N","Active","Not Listed"
"73120","544281","ABINFRA","A B Infrabuild Ltd","A B Infrabuild","Company","INE00YB01025","B","811.26","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000076","Construction - Civil / Turnkey - Medium / Small","Y","Y","Active","Active"
"73254","544386","SPECTRUM","Spectrum Electrical Industries Ltd","Spectrum Electr.","Company","INE01EO01010","T","3334.87","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000098","Electric Equipment - General - Medium / Small","Y","Y","Active","Active"
"73261","535114","KSHITIJPOL","Kshitij Polyline Ltd","Kshitij Polyline","Company","INE013801027","undefined","69.6","Small Cap","MAN","00000074","Printing & Stationery","00000244","Printing & Stationery","N","Y","Not Listed","Active"
"73308","541972","undefined","SBI-ETF Sensex Next 50","SBI-ETF SNext 50","Company","INF200KA1VQ2","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","N","Active","Not Listed"
"73448","542924","undefined","Janus Corporation Ltd","Janus Corporatio","Company","INE04OV01018","MT","11.76","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Suspended","Not Listed"
"73587","542437","ANMOL","Anmol India Ltd","Anmol India","Company","INE02AR01019","B","57.37","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"74131","542678","undefined","Cian Healthcare Ltd","Cian Healthcare","Company","INE05BN01027","MT","23.88","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","Y","N","Active","Not Listed"
"74261","544407","AEGISVOPAK","Aegis Vopak Terminals Ltd","Aegis Vopak Term","Company","INE0INX01018","A","30597.18","Small Cap","MAN","00000036","Logistics","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"74378","535374","PARTYCRUS","Party Cruisers Ltd","Party Cruisers","Company","INE06ZX01015","undefined","92.74","Small Cap","MAN","00000039","Entertainment","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
